"1524614100","16","5","1009.65162955115","1006.03156815196","1009.30496334801","28.3333333333333","23.5","75","92","6.43739200003977","225","9.65608800005965","225","0","0","22.1215308166732","23.5","23.5","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.0833333333333","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524613800","16","5","1009.61776566956","1005.99782568782","1009.27112384109","28.3888888888889","23.5","75","92","4.82804400002983","225","9.65608800005965","225","0","0","22.1215308166732","23.5","23.5","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.9375","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524613500","16","5","1009.71935731432","1006.09905308023","1009.37264235999","28.3333333333333","23.5","76","92","3.21869600001988","225","9.65608800005965","225","0","0","22.1215308166732","23.5","23.5","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.0833333333333","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524613200","16","5","1009.71935731432","1006.09893088395","1009.37251981229","28.3888888888889","23.4444444444444","76","92","0",\N,"0",\N,"0","0","22.0665600351228","23.4444444444444","23.4444444444444","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.0833333333333","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524612900","16","5","1009.68549343274","1006.06518842391","1009.33868031071","28.3888888888889","23.4444444444444","75","92","0",\N,"0",\N,"0","0","22.0665600351228","23.4444444444444","23.4444444444444","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.9375","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524612600","16","5","1009.71935731432","1006.09853483775","1009.37212262708","28.3888888888889","23.4444444444444","75","91","0",\N,"0",\N,"0","0","21.8870337895349","23.4444444444444","23.4444444444444","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.9375","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524612300","16","5","1009.71935731432","1006.0986557323","1009.37224386932","28.3888888888889","23.5","75","91","0",\N,"0",\N,"0","0","21.9419286080313","23.5","23.5","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"98.2291666666667","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524612000","16","5","1009.68549343274","1006.06503451874","1009.33852596292","28.4444444444444","23.5555555555556","75","91","0",\N,"0",\N,"0","0","21.9968232872345","23.5555555555556","23.5555555555556","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.0833333333333","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524611700","16","5","1009.75322119591","1006.13264102147","1009.40632689777","28.3888888888889","23.6111111111111","75","91","0",\N,"0",\N,"0","0","22.0517178271454","23.6111111111111","23.6111111111111","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.9375","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1524611400","16","5","1009.75322119591","1006.13264102147","1009.40632689777","28.3888888888889","23.6111111111111","75","91","0",\N,"0",\N,"0","0","22.0517178271454","23.6111111111111","23.6111111111111","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"99.0833333333333","0","4.68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
