DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
21/02/2015-12:30;0.0;0.0;3.2;68.0;11.3;None;28.2;24.4;80.0;1012.16;6.0;342.0;32.5;28.2
21/02/2015-12:35;0.0;0.0;6.4;68.0;16.1;None;28.5;24.1;77.0;1012.19;11.0;346.0;32.8;28.5
21/02/2015-12:40;0.0;0.0;9.7;68.0;19.3;None;28.3;23.5;75.0;1012.12;9.0;534.0;32.0;28.3
21/02/2015-12:45;0.0;0.0;4.8;68.0;19.3;None;28.2;24.1;78.0;1011.99;8.0;332.0;32.3;28.2
21/02/2015-12:50;0.0;0.0;6.4;68.0;11.3;None;28.6;24.0;76.0;1011.95;11.0;915.0;32.9;28.6
21/02/2015-12:55;0.0;0.0;6.4;68.0;14.5;None;28.6;24.2;77.0;1011.95;8.0;531.0;33.0;28.6
21/02/2015-13:00;0.0;0.0;4.8;22.0;16.1;None;28.6;24.2;77.0;1011.85;11.0;424.0;33.1;28.6
21/02/2015-13:05;0.0;0.0;4.8;22.0;12.9;None;28.9;24.3;76.0;1011.85;10.0;445.0;33.8;28.9
21/02/2015-13:10;0.0;0.0;9.7;68.0;20.9;None;28.6;23.7;75.0;1011.82;7.0;319.0;32.6;28.6
21/02/2015-13:15;0.0;0.0;4.8;45.0;14.5;None;28.4;24.2;78.0;1011.72;6.0;358.0;32.7;28.4
21/02/2015-13:20;0.0;0.0;8.0;68.0;16.1;None;28.4;24.2;78.0;1011.68;10.0;672.0;32.7;28.4
21/02/2015-13:25;0.0;0.0;6.4;68.0;16.1;None;28.6;24.8;80.0;1011.65;10.0;990.0;33.5;28.6
21/02/2015-13:30;0.0;0.0;8.0;68.0;17.7;None;28.9;24.5;77.0;1011.75;13.0;1317.0;33.8;28.9
21/02/2015-13:35;0.0;0.0;8.0;68.0;17.7;None;28.4;24.3;78.0;1011.72;5.0;520.0;32.9;28.4
21/02/2015-13:40;0.0;0.0;4.8;68.0;12.9;None;28.2;24.1;78.0;1011.62;6.0;353.0;32.3;28.2
21/02/2015-13:45;0.0;0.0;4.8;22.0;11.3;None;28.4;24.6;80.0;1011.55;8.0;350.0;33.1;28.4
21/02/2015-13:50;0.0;0.0;6.4;68.0;14.5;None;28.6;24.8;80.0;1011.55;5.0;605.0;33.5;28.6
21/02/2015-13:55;0.0;0.0;4.8;68.0;9.7;None;28.4;24.4;79.0;1011.58;4.0;349.0;32.9;28.4
21/02/2015-14:00;0.0;0.0;6.4;68.0;16.1;None;28.3;24.7;81.0;1011.58;4.0;301.0;33.0;28.3
21/02/2015-14:05;0.0;0.0;9.7;68.0;17.7;None;28.3;24.6;80.0;1011.72;6.0;508.0;32.9;28.3
21/02/2015-14:10;0.0;0.0;6.4;68.0;14.5;None;28.5;24.8;80.0;1011.65;10.0;911.0;33.4;28.5
21/02/2015-14:15;0.0;0.0;6.4;22.0;19.3;None;28.6;24.4;78.0;1011.65;6.0;574.0;33.3;28.6
21/02/2015-14:20;0.0;0.0;6.4;22.0;14.5;None;28.8;25.1;80.0;1011.58;7.0;320.0;34.3;28.8
21/02/2015-14:25;0.0;0.0;8.0;68.0;16.1;None;28.7;24.5;78.0;1011.48;5.0;359.0;33.4;28.7
21/02/2015-14:30;0.0;0.0;6.4;68.0;14.5;None;28.4;24.7;80.0;1011.41;5.0;386.0;33.2;28.4
21/02/2015-14:35;0.0;0.0;4.8;22.0;11.3;None;28.7;25.0;80.0;1011.41;7.0;615.0;34.0;28.7
21/02/2015-14:40;0.0;0.0;4.8;22.0;9.7;None;28.7;24.3;77.0;1011.38;4.0;317.0;33.4;28.7
21/02/2015-14:45;0.0;0.0;8.0;22.0;17.7;None;28.4;24.6;80.0;1011.31;3.0;255.0;33.1;28.4
21/02/2015-14:50;0.0;0.0;3.2;0.0;9.7;None;28.3;24.8;81.0;1011.24;4.0;239.0;33.1;28.3
21/02/2015-14:55;0.0;0.0;4.8;22.0;8.0;None;28.5;24.8;80.0;1011.21;5.0;199.0;33.4;28.5
21/02/2015-15:00;0.0;0.0;4.8;22.0;12.9;None;28.8;24.7;78.0;1011.18;6.0;547.0;33.9;28.8
21/02/2015-15:05;0.0;0.0;4.8;68.0;11.3;None;28.6;24.4;78.0;1011.18;5.0;201.0;33.3;28.6
21/02/2015-15:10;0.0;0.0;4.8;22.0;11.3;None;28.6;24.2;77.0;1011.21;3.0;296.0;33.1;28.6
21/02/2015-15:15;0.0;0.0;3.2;22.0;8.0;None;28.6;24.6;79.0;1011.18;3.0;231.0;33.5;28.6
21/02/2015-15:20;0.0;0.0;4.8;22.0;12.9;None;28.5;24.5;79.0;1011.07;2.0;178.0;33.2;28.5
21/02/2015-15:25;0.0;0.0;4.8;22.0;11.3;None;28.2;24.7;81.0;1011.14;2.0;149.0;32.8;28.2
21/02/2015-15:30;0.0;0.0;6.4;68.0;17.7;None;27.8;24.3;81.0;1011.21;2.0;148.0;31.8;27.8
21/02/2015-15:35;0.0;0.0;4.8;22.0;14.5;None;27.6;24.5;83.0;1011.18;2.0;149.0;31.5;27.6
21/02/2015-15:40;0.0;0.0;6.4;22.0;14.5;None;27.4;24.3;83.0;1011.21;2.0;125.0;31.0;27.4
21/02/2015-15:45;0.0;0.0;6.4;68.0;16.1;None;27.3;24.6;85.0;1011.24;2.0;186.0;30.9;27.3
21/02/2015-15:50;0.0;0.0;6.4;22.0;12.9;None;27.3;24.4;84.0;1011.28;2.0;207.0;30.8;27.3
21/02/2015-15:55;0.0;0.0;6.4;22.0;14.5;None;27.4;24.3;83.0;1011.31;2.0;187.0;31.0;27.4
21/02/2015-16:00;0.0;0.0;8.0;22.0;16.1;None;27.3;24.4;84.0;1011.24;2.0;182.0;31.0;27.3
21/02/2015-16:05;0.0;0.0;6.4;22.0;16.1;None;27.2;24.3;84.0;1011.38;2.0;180.0;30.7;27.2
21/02/2015-16:10;0.0;0.0;6.4;68.0;14.5;None;27.2;24.5;85.0;1011.38;1.0;163.0;30.6;27.2
21/02/2015-16:15;0.0;0.0;6.4;68.0;12.9;None;27.1;24.0;83.0;1011.41;1.0;123.0;30.3;27.1
21/02/2015-16:20;0.0;0.0;4.8;22.0;14.5;None;27.1;24.0;83.0;1011.45;2.0;146.0;30.3;27.1
21/02/2015-16:25;0.0;0.0;6.4;22.0;12.9;None;27.1;24.0;83.0;1011.38;2.0;147.0;30.3;27.1
21/02/2015-16:30;0.0;0.0;4.8;22.0;9.7;None;27.2;24.1;83.0;1011.31;2.0;150.0;30.4;27.2
21/02/2015-16:35;0.0;0.0;4.8;68.0;16.1;None;27.2;24.1;83.0;1011.38;1.0;141.0;30.4;27.2
21/02/2015-16:40;0.0;0.0;6.4;68.0;12.9;None;27.1;24.0;83.0;1011.48;1.0;125.0;30.3;27.1
21/02/2015-16:45;0.0;0.0;4.8;68.0;9.7;None;27.1;24.2;84.0;1011.68;1.0;126.0;30.3;27.1
21/02/2015-16:50;0.0;0.0;3.2;22.0;6.4;None;27.1;24.4;85.0;1011.75;1.0;87.0;30.4;27.1
21/02/2015-16:55;0.0;0.0;4.8;68.0;11.3;None;27.0;24.5;86.0;1011.85;1.0;72.0;30.4;27.0
21/02/2015-17:00;0.0;0.0;6.4;68.0;14.5;None;26.9;24.4;86.0;1011.89;1.0;68.0;30.1;26.9
21/02/2015-17:05;0.0;0.0;6.4;68.0;12.9;None;26.8;24.5;87.0;1011.99;1.0;72.0;30.0;26.8
21/02/2015-17:10;0.0;0.0;8.0;68.0;16.1;None;26.7;24.4;87.0;1012.02;0.0;63.0;26.7;26.7
21/02/2015-17:15;0.0;0.0;8.0;68.0;16.1;None;26.6;24.3;87.0;1011.99;1.0;74.0;26.6;26.6
21/02/2015-17:20;0.0;0.0;8.0;68.0;17.7;None;26.6;24.2;87.0;1012.02;0.0;61.0;26.6;26.6
21/02/2015-17:25;0.0;0.0;8.0;68.0;16.1;None;26.6;24.2;87.0;1012.02;0.0;49.0;26.6;26.6
21/02/2015-17:30;0.0;0.0;6.4;68.0;17.7;None;26.5;24.2;87.0;1012.02;0.0;54.0;26.5;26.5
21/02/2015-17:35;0.0;0.0;4.8;68.0;11.3;None;26.5;24.2;87.0;1011.99;0.0;46.0;26.5;26.5
21/02/2015-17:40;0.0;0.0;1.6;68.0;6.4;None;26.4;23.7;85.0;1012.12;0.0;34.0;26.4;26.4
21/02/2015-17:45;0.0;0.0;1.6;112.0;8.0;None;26.4;23.9;86.0;1012.29;0.0;26.0;26.4;26.4
21/02/2015-17:50;0.0;0.0;3.2;135.0;9.7;None;26.4;23.9;86.0;1012.33;0.0;28.0;26.4;26.4
21/02/2015-17:55;0.2;0.0;4.8;202.0;12.9;None;26.2;23.5;85.0;1012.33;0.0;22.0;26.2;26.2
21/02/2015-18:00;0.0;0.0;8.0;202.0;14.5;None;25.9;23.4;86.0;1012.43;0.0;25.0;25.9;25.9
21/02/2015-18:05;0.2;0.16;8.0;202.0;14.5;None;25.6;23.3;87.0;1012.5;0.0;25.0;25.6;25.6
21/02/2015-18:10;0.0;0.14;4.8;202.0;11.3;None;25.3;23.2;88.0;1012.53;0.0;29.0;25.3;25.3
21/02/2015-18:15;3.2;20.58;12.9;225.0;20.9;None;25.1;23.0;88.0;1012.56;0.0;31.0;25.1;25.1
21/02/2015-18:20;3.4;9.22;11.3;225.0;22.5;None;24.6;22.9;90.0;1012.67;0.0;28.0;24.6;24.6
21/02/2015-18:25;1.6;4.6;9.7;225.0;16.1;None;24.3;22.8;91.0;1012.8;0.0;25.0;24.3;24.3
21/02/2015-18:30;2.0;4.34;9.7;202.0;16.1;None;24.1;22.6;91.0;1012.73;0.0;25.0;24.1;24.1
21/02/2015-18:35;1.2;3.32;3.2;180.0;11.3;None;23.9;22.6;92.0;1012.8;0.0;25.0;23.9;23.9
21/02/2015-18:40;1.2;3.34;4.8;202.0;8.0;None;23.8;22.6;93.0;1012.9;0.0;24.0;23.8;23.8
21/02/2015-18:45;0.8;3.04;3.2;202.0;8.0;None;23.7;22.5;93.0;1013.0;0.0;19.0;23.7;23.7
21/02/2015-18:50;0.6;1.58;3.2;202.0;4.8;None;23.6;22.6;94.0;1013.07;0.0;14.0;23.6;23.6
21/02/2015-18:55;0.2;0.52;1.6;225.0;3.2;None;23.6;22.6;94.0;1013.21;0.0;7.0;23.6;23.6
21/02/2015-19:00;1.6;3.88;1.6;68.0;4.8;None;23.5;22.5;94.0;1013.38;0.0;0.0;23.5;23.5
21/02/2015-19:05;0.8;2.68;1.6;68.0;3.2;None;23.4;22.6;95.0;1013.44;0.0;0.0;23.4;23.4
21/02/2015-19:10;0.4;0.42;1.6;225.0;6.4;None;23.3;22.5;95.0;1013.51;0.0;0.0;23.3;23.3
21/02/2015-19:15;0.4;0.98;4.8;225.0;8.0;None;23.3;22.7;96.0;1013.48;0.0;0.0;23.3;23.3
21/02/2015-19:20;0.0;0.18;1.6;225.0;4.8;None;23.4;22.7;96.0;1013.48;0.0;0.0;23.4;23.4
21/02/2015-19:25;0.2;0.18;1.6;68.0;3.2;None;23.4;22.7;96.0;1013.48;0.0;0.0;23.4;23.4
21/02/2015-19:30;0.0;0.1;0.0;None;3.2;None;23.4;22.7;96.0;1013.28;0.0;0.0;23.4;23.4
21/02/2015-19:35;0.2;0.14;0.0;None;1.6;None;23.4;22.7;96.0;1013.24;0.0;0.0;23.4;23.4
21/02/2015-19:40;0.8;2.08;0.0;None;1.6;None;23.4;22.7;96.0;1013.21;0.0;0.0;23.4;23.4
21/02/2015-19:45;0.6;1.66;3.2;180.0;8.0;None;23.4;22.7;96.0;1013.0;0.0;0.0;23.4;23.4
21/02/2015-19:50;0.2;0.48;8.0;202.0;12.9;None;23.3;22.5;95.0;1012.9;0.0;0.0;23.3;23.3
21/02/2015-19:55;0.2;0.44;11.3;202.0;19.3;None;23.3;22.5;95.0;1012.8;0.0;0.0;23.3;23.3
21/02/2015-20:00;0.0;0.16;8.0;202.0;14.5;None;23.3;22.5;95.0;1012.8;0.0;0.0;23.3;23.3
21/02/2015-20:05;0.0;0.12;6.4;202.0;12.9;None;23.3;22.3;94.0;1012.84;0.0;0.0;23.3;23.3
21/02/2015-20:10;0.0;0.08;6.4;202.0;9.7;None;23.3;22.3;94.0;1012.87;0.0;0.0;23.3;23.3
21/02/2015-20:15;0.0;0.0;3.2;180.0;8.0;None;23.3;22.3;94.0;1012.9;0.0;0.0;23.3;23.3
21/02/2015-20:20;0.0;0.0;4.8;180.0;12.9;None;23.4;22.4;94.0;1012.97;0.0;0.0;23.4;23.4
21/02/2015-20:25;0.0;0.0;4.8;202.0;12.9;None;23.4;22.4;94.0;1013.07;0.0;0.0;23.4;23.4
21/02/2015-20:30;0.0;0.0;1.6;202.0;8.0;None;23.4;22.3;93.0;1013.24;0.0;0.0;23.4;23.4
21/02/2015-20:35;0.0;0.0;1.6;158.0;6.4;None;23.4;22.2;93.0;1013.24;0.0;0.0;23.4;23.4
21/02/2015-20:40;0.0;0.0;4.8;225.0;6.4;None;23.3;22.2;93.0;1013.28;0.0;0.0;23.3;23.3
21/02/2015-20:45;0.0;0.0;4.8;225.0;8.0;None;23.3;22.1;93.0;1013.38;0.0;0.0;23.3;23.3
21/02/2015-20:50;0.0;0.0;6.4;225.0;9.7;None;23.2;22.0;93.0;1013.44;0.0;0.0;23.2;23.2
21/02/2015-20:55;0.0;0.0;4.8;225.0;6.4;None;23.1;22.1;94.0;1013.44;0.0;0.0;23.1;23.1
21/02/2015-21:00;0.0;0.0;4.8;225.0;6.4;None;23.0;22.0;94.0;1013.48;0.0;0.0;23.0;23.0
21/02/2015-21:05;0.0;0.0;4.8;225.0;6.4;None;22.9;21.9;94.0;1013.55;0.0;0.0;22.9;22.9
21/02/2015-21:10;0.0;0.0;4.8;225.0;8.0;None;22.8;21.8;94.0;1013.68;0.0;0.0;22.8;22.8
21/02/2015-21:15;0.0;0.0;4.8;225.0;8.0;None;22.7;21.9;95.0;1013.72;0.0;0.0;22.7;22.7
21/02/2015-21:20;0.0;0.0;4.8;225.0;8.0;None;22.7;21.7;94.0;1013.75;0.0;0.0;22.7;22.7
21/02/2015-21:25;0.0;0.0;4.8;225.0;8.0;None;22.6;21.6;94.0;1013.78;0.0;0.0;22.6;22.6
21/02/2015-21:30;0.0;0.0;6.4;225.0;11.3;None;22.6;21.6;94.0;1013.85;0.0;0.0;22.6;22.6
21/02/2015-21:35;0.0;0.0;6.4;225.0;9.7;None;22.5;21.5;94.0;1013.85;0.0;0.0;22.5;22.5
21/02/2015-21:40;0.0;0.0;6.4;225.0;9.7;None;22.4;21.3;93.0;1013.82;0.0;0.0;22.4;22.4
21/02/2015-21:45;0.0;0.0;6.4;225.0;11.3;None;22.4;21.2;93.0;1013.82;0.0;0.0;22.4;22.4
21/02/2015-21:50;0.0;0.0;6.4;202.0;9.7;None;22.4;21.2;93.0;1013.78;0.0;0.0;22.4;22.4
21/02/2015-21:55;0.0;0.0;6.4;225.0;12.9;None;22.4;21.2;93.0;1013.85;0.0;0.0;22.4;22.4
21/02/2015-22:00;0.0;0.0;6.4;202.0;11.3;None;22.4;21.2;93.0;1013.85;0.0;0.0;22.4;22.4
21/02/2015-22:05;0.0;0.0;6.4;225.0;12.9;None;22.4;21.2;93.0;1013.85;0.0;0.0;22.4;22.4
21/02/2015-22:10;0.0;0.0;6.4;225.0;9.7;None;22.4;21.2;93.0;1013.82;0.0;0.0;22.4;22.4
21/02/2015-22:15;0.0;0.0;6.4;225.0;11.3;None;22.4;21.2;93.0;1013.75;0.0;0.0;22.4;22.4
21/02/2015-22:20;0.0;0.0;8.0;225.0;12.9;None;22.4;21.3;93.0;1013.72;0.0;0.0;22.4;22.4
21/02/2015-22:25;0.0;0.0;6.4;225.0;9.7;None;22.4;21.3;93.0;1013.72;0.0;0.0;22.4;22.4
21/02/2015-22:30;0.0;0.0;6.4;202.0;11.3;None;22.4;21.1;92.0;1013.72;0.0;0.0;22.4;22.4
21/02/2015-22:35;0.0;0.0;6.4;202.0;12.9;None;22.5;21.2;92.0;1013.72;0.0;0.0;22.5;22.5
21/02/2015-22:40;0.0;0.0;6.4;202.0;12.9;None;22.5;21.2;92.0;1013.82;0.0;0.0;22.5;22.5
21/02/2015-22:45;0.0;0.0;4.8;202.0;11.3;None;22.6;21.2;92.0;1013.78;0.0;0.0;22.6;22.6
21/02/2015-22:50;0.0;0.0;3.2;202.0;8.0;None;22.6;21.2;92.0;1013.82;0.0;0.0;22.6;22.6
21/02/2015-22:55;0.0;0.0;6.4;225.0;11.3;None;22.6;21.2;92.0;1013.78;0.0;0.0;22.6;22.6
21/02/2015-23:00;0.0;0.0;6.4;225.0;9.7;None;22.5;21.2;92.0;1013.72;0.0;0.0;22.5;22.5
21/02/2015-23:05;0.0;0.0;6.4;225.0;9.7;None;22.6;21.2;92.0;1013.75;0.0;0.0;22.6;22.6
21/02/2015-23:10;0.0;0.0;4.8;202.0;8.0;None;22.6;21.2;92.0;1013.75;0.0;0.0;22.6;22.6
21/02/2015-23:15;0.0;0.0;4.8;225.0;9.7;None;22.6;21.2;92.0;1013.75;0.0;0.0;22.6;22.6
21/02/2015-23:20;0.0;0.0;6.4;225.0;9.7;None;22.5;21.2;92.0;1013.68;0.0;0.0;22.5;22.5
21/02/2015-23:25;0.0;0.0;4.8;225.0;8.0;None;22.5;21.2;92.0;1013.65;0.0;0.0;22.5;22.5
21/02/2015-23:30;0.0;0.0;4.8;225.0;8.0;None;22.5;21.3;93.0;1013.61;0.0;0.0;22.5;22.5
21/02/2015-23:35;0.0;0.0;6.4;225.0;8.0;None;22.5;21.3;93.0;1013.58;0.0;0.0;22.5;22.5
21/02/2015-23:40;0.0;0.0;4.8;225.0;9.7;None;22.5;21.3;93.0;1013.65;0.0;0.0;22.5;22.5
21/02/2015-23:45;0.0;0.0;4.8;225.0;8.0;None;22.4;21.3;93.0;1013.65;0.0;0.0;22.4;22.4
21/02/2015-23:50;0.0;0.0;4.8;225.0;8.0;None;22.5;21.3;93.0;1013.68;0.0;0.0;22.5;22.5
21/02/2015-23:55;0.0;0.0;6.4;225.0;9.7;None;22.4;21.3;93.0;1013.65;0.0;0.0;22.4;22.4
22/02/2015-00:00;0.0;0.0;6.4;225.0;9.7;None;22.4;21.3;93.0;1013.58;0.0;0.0;22.4;22.4
22/02/2015-00:05;0.0;0.0;4.8;225.0;8.0;None;22.4;21.3;93.0;1013.58;0.0;0.0;22.4;22.4
22/02/2015-00:10;0.0;0.0;4.8;225.0;8.0;None;22.4;21.5;94.0;1013.51;0.0;0.0;22.4;22.4
22/02/2015-00:15;0.0;0.0;4.8;225.0;6.4;None;22.4;21.5;94.0;1013.44;0.0;0.0;22.4;22.4
22/02/2015-00:20;0.0;0.0;4.8;225.0;8.0;None;22.4;21.5;94.0;1013.34;0.0;0.0;22.4;22.4
22/02/2015-00:25;0.0;0.0;4.8;225.0;8.0;None;22.4;21.5;94.0;1013.38;0.0;0.0;22.4;22.4
22/02/2015-00:30;0.0;0.0;4.8;225.0;9.7;None;22.4;21.2;93.0;1013.31;0.0;0.0;22.4;22.4
22/02/2015-00:35;0.0;0.0;3.2;225.0;8.0;None;22.4;21.2;93.0;1013.38;0.0;0.0;22.4;22.4
22/02/2015-00:40;0.0;0.0;3.2;225.0;6.4;None;22.4;21.2;93.0;1013.41;0.0;0.0;22.4;22.4
22/02/2015-00:45;0.0;0.0;3.2;225.0;8.0;None;22.4;21.2;93.0;1013.38;0.0;0.0;22.4;22.4
22/02/2015-00:50;0.0;0.0;4.8;225.0;8.0;None;22.4;21.2;93.0;1013.38;0.0;0.0;22.4;22.4
22/02/2015-00:55;0.0;0.0;4.8;225.0;8.0;None;22.4;21.2;93.0;1013.38;0.0;0.0;22.4;22.4
22/02/2015-01:00;0.0;0.0;4.8;225.0;8.0;None;22.4;21.0;92.0;1013.44;0.0;0.0;22.4;22.4
22/02/2015-01:05;0.0;0.0;3.2;202.0;6.4;None;22.4;21.0;92.0;1013.41;0.0;0.0;22.4;22.4
22/02/2015-01:10;0.0;0.0;3.2;225.0;6.4;None;22.4;21.3;93.0;1013.48;0.0;0.0;22.4;22.4
22/02/2015-01:15;0.0;0.0;4.8;225.0;8.0;None;22.4;21.2;93.0;1013.51;0.0;0.0;22.4;22.4
22/02/2015-01:20;0.0;0.0;4.8;225.0;9.7;None;22.4;21.4;94.0;1013.55;0.0;0.0;22.4;22.4
22/02/2015-01:25;0.0;0.0;4.8;225.0;6.4;None;22.4;21.4;94.0;1013.61;0.0;0.0;22.4;22.4
22/02/2015-01:30;0.0;0.0;4.8;225.0;6.4;None;22.4;21.5;94.0;1013.58;0.0;0.0;22.4;22.4
22/02/2015-01:35;0.0;0.0;4.8;225.0;6.4;None;22.5;21.5;94.0;1013.55;0.0;0.0;22.5;22.5
22/02/2015-01:40;0.0;0.0;4.8;225.0;8.0;None;22.5;21.5;94.0;1013.44;0.0;0.0;22.5;22.5
22/02/2015-01:45;0.0;0.0;6.4;225.0;8.0;None;22.5;21.5;94.0;1013.28;0.0;0.0;22.5;22.5
22/02/2015-01:50;0.0;0.0;6.4;225.0;8.0;None;22.5;21.5;94.0;1013.24;0.0;0.0;22.5;22.5
22/02/2015-01:55;0.0;0.0;3.2;225.0;6.4;None;22.5;21.5;94.0;1013.21;0.0;0.0;22.5;22.5
22/02/2015-02:00;0.0;0.0;1.6;225.0;6.4;None;22.5;21.5;94.0;1013.21;0.0;0.0;22.5;22.5
22/02/2015-02:05;0.0;0.0;3.2;202.0;6.4;None;22.5;21.5;94.0;1013.24;0.0;0.0;22.5;22.5
22/02/2015-02:10;0.0;0.0;3.2;225.0;4.8;None;22.5;21.5;94.0;1013.24;0.0;0.0;22.5;22.5
22/02/2015-02:15;0.0;0.0;4.8;225.0;6.4;None;22.5;21.5;94.0;1013.38;0.0;0.0;22.5;22.5
22/02/2015-02:20;0.0;0.0;4.8;225.0;8.0;None;22.5;21.5;94.0;1013.38;0.0;0.0;22.5;22.5
22/02/2015-02:25;0.0;0.0;4.8;225.0;6.4;None;22.5;21.5;94.0;1013.41;0.0;0.0;22.5;22.5
22/02/2015-02:30;0.0;0.0;4.8;225.0;8.0;None;22.6;21.6;94.0;1013.44;0.0;0.0;22.6;22.6
22/02/2015-02:35;0.0;0.0;4.8;225.0;6.4;None;22.6;21.6;94.0;1013.48;0.0;0.0;22.6;22.6
22/02/2015-02:40;0.0;0.0;4.8;225.0;8.0;None;22.6;21.6;94.0;1013.58;0.0;0.0;22.6;22.6
22/02/2015-02:45;0.0;0.0;4.8;225.0;8.0;None;22.7;21.7;94.0;1013.51;0.0;0.0;22.7;22.7
22/02/2015-02:50;0.0;0.0;6.4;225.0;8.0;None;22.8;21.8;94.0;1013.48;0.0;0.0;22.8;22.8
22/02/2015-02:55;0.0;0.0;6.4;225.0;9.7;None;22.9;21.9;94.0;1013.44;0.0;0.0;22.9;22.9
22/02/2015-03:00;0.0;0.0;4.8;225.0;6.4;None;22.9;22.0;94.0;1013.51;0.0;0.0;22.9;22.9
22/02/2015-03:05;0.0;0.0;4.8;338.0;16.1;None;23.1;22.1;94.0;1013.78;0.0;0.0;23.1;23.1
22/02/2015-03:10;0.0;0.0;6.4;338.0;16.1;None;23.2;22.3;95.0;1013.75;0.0;0.0;23.2;23.2
22/02/2015-03:15;0.4;0.34;8.0;338.0;19.3;None;23.2;22.3;95.0;1013.99;0.0;0.0;23.2;23.2
22/02/2015-03:20;4.2;10.86;9.7;315.0;17.7;None;23.0;22.2;95.0;1014.05;0.0;0.0;23.0;23.0
22/02/2015-03:25;3.0;7.74;6.4;225.0;14.5;None;22.8;22.0;95.0;1014.02;0.0;0.0;22.8;22.8
22/02/2015-03:30;9.4;21.34;9.7;225.0;16.1;None;22.7;22.1;96.0;1013.72;0.0;0.0;22.7;22.7
22/02/2015-03:35;4.6;10.1;6.4;202.0;12.9;None;22.6;22.0;96.0;1013.48;0.0;0.0;22.6;22.6
22/02/2015-03:40;2.6;4.26;6.4;225.0;14.5;None;22.6;21.9;96.0;1013.24;0.0;0.0;22.6;22.6
22/02/2015-03:45;0.8;4.76;3.2;180.0;9.7;None;22.6;21.9;96.0;1013.24;0.0;0.0;22.6;22.6
22/02/2015-03:50;0.4;0.74;3.2;158.0;11.3;None;22.5;21.9;96.0;1013.07;0.0;0.0;22.5;22.5
22/02/2015-03:55;0.0;0.18;4.8;202.0;8.0;None;22.4;21.8;96.0;1012.9;0.0;0.0;22.4;22.4
22/02/2015-04:00;0.0;0.1;3.2;202.0;6.4;None;22.3;21.7;96.0;1012.77;0.0;0.0;22.3;22.3
22/02/2015-04:05;0.0;0.08;0.0;None;1.6;None;22.3;21.6;96.0;1012.73;0.0;0.0;22.3;22.3
22/02/2015-04:10;0.0;0.0;1.6;292.0;3.2;None;22.2;21.6;96.0;1012.84;0.0;0.0;22.2;22.2
22/02/2015-04:15;0.0;0.0;1.6;292.0;3.2;None;22.2;21.6;96.0;1012.87;0.0;0.0;22.2;22.2
22/02/2015-04:20;0.0;0.0;1.6;270.0;4.8;None;22.2;21.5;96.0;1012.84;0.0;0.0;22.2;22.2
22/02/2015-04:25;0.0;0.0;4.8;225.0;6.4;None;22.2;21.5;96.0;1012.84;0.0;0.0;22.2;22.2
22/02/2015-04:30;0.0;0.0;4.8;225.0;8.0;None;22.2;21.7;97.0;1012.7;0.0;0.0;22.2;22.2
22/02/2015-04:35;0.0;0.0;4.8;225.0;8.0;None;22.1;21.6;97.0;1012.67;0.0;0.0;22.1;22.1
22/02/2015-04:40;0.0;0.0;6.4;225.0;9.7;None;22.1;21.5;96.0;1012.46;0.0;0.0;22.1;22.1
22/02/2015-04:45;0.0;0.0;6.4;225.0;11.3;None;22.1;21.4;96.0;1012.46;0.0;0.0;22.1;22.1
22/02/2015-04:50;0.0;0.0;6.4;225.0;11.3;None;22.0;21.4;96.0;1012.53;0.0;0.0;22.0;22.0
22/02/2015-04:55;0.0;0.0;6.4;225.0;11.3;None;22.0;21.4;96.0;1012.46;0.0;0.0;22.0;22.0
22/02/2015-05:00;0.0;0.0;6.4;225.0;8.0;None;21.9;21.3;96.0;1012.56;0.0;0.0;21.9;21.9
22/02/2015-05:05;0.0;0.0;6.4;225.0;9.7;None;21.9;21.2;96.0;1012.6;0.0;0.0;21.9;21.9
22/02/2015-05:10;0.0;0.0;6.4;225.0;8.0;None;21.8;21.2;96.0;1012.67;0.0;0.0;21.8;21.8
22/02/2015-05:15;0.0;0.0;6.4;225.0;9.7;None;21.8;21.2;96.0;1012.94;0.0;0.0;21.8;21.8
22/02/2015-05:20;0.0;0.0;6.4;225.0;9.7;None;21.8;21.1;96.0;1013.07;0.0;0.0;21.8;21.8
22/02/2015-05:25;0.0;0.0;6.4;225.0;8.0;None;21.8;21.1;96.0;1013.24;0.0;0.0;21.8;21.8
22/02/2015-05:30;0.0;0.0;4.8;225.0;8.0;None;21.8;21.1;96.0;1013.34;0.0;0.0;21.8;21.8
22/02/2015-05:35;0.0;0.0;6.4;225.0;8.0;None;21.8;21.4;97.0;1013.44;0.0;0.0;21.8;21.8
22/02/2015-05:40;0.0;0.0;6.4;225.0;8.0;None;21.8;21.4;97.0;1013.68;0.0;0.0;21.8;21.8
22/02/2015-05:45;0.0;0.0;4.8;225.0;8.0;None;21.9;21.4;97.0;1013.68;0.0;0.0;21.9;21.9
22/02/2015-05:50;0.0;0.0;6.4;202.0;11.3;None;21.9;21.3;96.0;1013.68;0.0;0.0;21.9;21.9
22/02/2015-05:55;0.0;0.0;6.4;225.0;9.7;None;22.0;21.4;96.0;1013.68;0.0;0.0;22.0;22.0
22/02/2015-06:00;0.0;0.0;6.4;225.0;11.3;None;22.0;21.4;96.0;1013.72;0.0;0.0;22.0;22.0
